Unnamed: 0,Rooms,Price,Distance,Postcode,Bathroom,Car,Landsize,Propertycount,Distancia_NEW,Longtitude,Lattitude,Location_TRA,BathsAndRooms
15,1,300000,2.5,3067.0,1,1,0.0,4019.0,5.68990783962675,144.9973,-37.8008,3.83582622589998,2.648637454681329
16,2,1097000,2.5,3067.0,1,2,220.0,4019.0,5.59105013682418,144.9989,-37.801,3.8358482579825894,4.013413433771396
17,2,542000,2.5,3067.0,1,1,443.9,4019.0,4.715015568961039,145.000598,-37.809055,3.8350573849008502,4.454454553355728
18,2,760000,2.5,3067.0,1,1,783.9,4019.0,5.04768330045803,144.99708,-37.808165,3.8350734705320697,4.266866325510399
19,1,481000,2.5,3067.0,1,1,0.0,4019.0,5.11699853928264,144.9965,-37.808392,3.8350451176937206,2.8208136266659642
20,2,700000,2.5,3067.0,2,1,0.0,4019.0,4.28757815788282,145.0067,-37.811,3.8350400677051697,6.326991080003581
21,3,1350000,2.5,3067.0,2,2,214.0,4019.0,5.07055622792678,144.9964,-37.8085,3.83502122538583,7.091639267334878
22,2,750000,2.5,3067.0,2,1,0.0,4019.0,5.1229614389988,144.9965,-37.8078,3.8350948746025897,5.637605525434827
23,1,500000,2.5,3067.0,1,1,0.0,4019.0,5.1253970703541105,144.99631000000002,-37.80786,3.8350990224449597,2.817982893450276
24,2,1172500,2.5,3067.0,1,1,195.0,4019.0,5.0264705607744,144.9973,-37.8084,3.83505517292454,4.277994685215767
25,1,441000,2.5,3067.0,1,1,0.0,4019.0,5.5412526657443895,144.9988,-37.8016,3.83578472868873,2.6895893075111714
26,2,1310000,2.5,3067.0,1,2,238.0,4019.0,4.95894368120854,144.9976,-37.809,3.83500224814198,4.314130998017501
27,3,1200000,2.5,3067.0,2,1,113.0,4019.0,5.51008016862618,144.993,-37.8056,3.8352254692426495,6.746200615250666
28,2,847000,2.5,3067.0,1,0,271.8,4019.0,5.13041912094455,144.995898,-37.808074,3.83507172359052,4.2244426941868
29,3,1176500,2.5,3067.0,1,1,138.0,4019.0,5.614966581686961,144.9965,-37.8021,3.8356731504334403,5.337979682827349
30,3,955000,2.5,3067.0,1,0,183.0,4019.0,5.55360643033675,144.9975,-37.8022,3.83568945722736,5.3721914745606005
31,2,890000,2.5,3067.0,1,1,150.0,4019.0,5.508228559599909,145.0004,-37.8011,3.83587779191611,4.048517691526459
32,4,1330000,2.5,3067.0,2,2,780.0,4019.0,5.24029530781371,144.9952,-37.8073,3.83511120868192,8.340796474240792
33,3,900000,2.5,3067.0,2,2,0.0,4019.0,5.03451372725507,144.9959,-37.8093,3.8349268566199304,7.122938056660671
34,3,1090000,2.5,3067.0,2,2,4290.0,4019.0,5.1229614389988,144.9965,-37.8078,3.8350948746025897,7.047006906793534
35,2,500000,2.5,3067.0,1,1,0.0,4019.0,5.63195332253594,144.9972,-37.8015,3.835752549502,3.996488170058527
36,2,1100000,2.5,3067.0,2,1,124.0,4019.0,5.04561620116193,144.9977,-37.8079,3.83511647036731,5.6905948535111746
37,2,1315000,2.5,3067.0,1,0,147.0,4019.0,5.254132339105861,144.994,-37.808,3.8350084638171804,4.163769334182996
38,1,480000,2.5,3067.0,1,1,0.0,4019.0,5.11699853928264,144.9965,-37.80822,3.8350601228816097,2.8208136266659642
39,1,423500,2.5,3067.0,1,1,104.5,4019.0,5.02033913696606,144.99678,-37.808105,3.83509253276268,2.8541539224972596
40,1,426000,2.5,3067.0,1,1,0.0,4019.0,5.5412526657443895,144.9988,-37.8016,3.83578472868873,2.6895893075111714
41,3,1447500,2.5,3067.0,3,1,166.0,4019.0,5.467412845895081,145.0001,-37.8017,3.83580897155419,8.13248502503973
42,1,457000,2.5,3067.0,1,1,0.0,4019.0,5.1229614389988,144.9965,-37.8078,3.8350948746025897,2.8188027627174135
43,2,1135000,2.5,3067.0,2,2,98.0,4019.0,5.82574897547925,144.9952,-37.8005,3.83580111374188,5.226354952096349
44,2,700000,2.5,3067.0,2,1,321.8,4019.0,4.3491689293435405,145.005892,-37.81089,3.8350452671247597,6.26560255696752
45,4,1542000,2.5,3067.0,3,1,0.0,4019.0,5.85745509151337,144.9965,-37.7994,3.8359471314359506,9.118038599908145
46,3,962000,2.5,3067.0,2,1,554.9,4019.0,6.03930258649476,144.9969,-37.7972,3.83618098695141,6.402156946613677
47,3,1290000,2.5,3067.0,2,2,147.0,4019.0,5.48479916023104,144.9943,-37.805,3.8353207247718597,6.764428629712353
48,3,1290000,2.5,3067.0,1,1,168.0,4019.0,5.776430409152911,144.9958,-37.8007,3.8357966915956605,5.251690237599256
49,1,470000,2.5,3067.0,1,1,0.0,4019.0,5.34029950900072,144.9961,-37.8055,3.8353176125167,2.7488929641844826
50,2,1180000,2.5,3067.0,1,0,162.0,4019.0,5.70700261591779,144.9956,-37.8016,3.83570007618725,3.96611315052313
51,3,1195000,2.5,3067.0,2,1,120.0,4019.0,5.66484452013146,144.9954,-37.8022,3.8356339049050097,6.638448881778487
52,2,1012500,2.5,3067.0,1,0,182.0,4019.0,5.55737431125299,144.9976,-37.8021,3.83570224934594,4.027550327899111
53,2,970000,2.5,3067.0,1,0,150.2,4019.0,5.26642237894349,144.99367,-37.808009999999996,3.8350162739221902,4.157913752551129
54,2,1030000,2.5,3067.0,1,1,172.0,4019.0,5.16940859620275,144.9946,-37.8086,3.83496347391863,4.204973621996545
55,3,927000,2.5,3067.0,2,1,116.7,4019.0,5.13231269646126,144.99581799999999,-37.808135,3.8350847688531804,7.039149268466647
56,3,840000,13.5,3042.0,2,1,303.0,3464.0,19.542126248282198,144.878,-37.718,3.84108383265284,3.8730512496957408
57,2,603000,13.5,3042.0,1,1,272.0,3464.0,18.0256947626168,144.888,-37.7294,3.8401882881784504,2.3887404089684208
58,3,700000,13.5,3042.0,2,2,239.0,3464.0,18.88870522738,144.8837,-37.7218,3.8408479977095498,3.917874489216955
59,3,600000,13.5,3042.0,1,1,290.0,3464.0,19.0592319957513,144.8744,-37.7273,3.8400415614157404,3.1247427055754966
60,2,500000,13.5,3042.0,1,1,168.0,3464.0,18.745751791030102,144.8864,-37.7215,3.84095012128362,2.3568177029153654
61,3,500000,13.5,3042.0,1,2,346.2,3464.0,9.44564922271443,144.971329,-37.779926,3.8382314756941,4.101588919668954
62,5,1035000,13.5,3042.0,2,2,466.1,3464.0,4.6594834505489295,145.03888899999998,-37.811704999999996,3.8359124651063903,10.473745876683338
63,4,960000,13.5,3042.0,2,2,645.0,3464.0,8.19378621009683,145.04639,-37.780102,3.84003559756925,6.5682550250522596
64,4,960000,13.5,3042.0,2,2,645.0,3464.0,8.19378621009683,145.04639,-37.780102,3.84003559756925,6.5682550250522596
65,3,720000,13.5,3042.0,1,1,620.0,3464.0,19.034713055718104,144.8872,-37.7173,3.84139903969796,3.126107974965813
66,4,785000,13.5,3042.0,1,2,597.0,3464.0,18.8544324751376,144.8792,-37.7259,3.84031129807374,3.9202973302921373
67,2,450000,13.5,3042.0,1,1,110.0,3464.0,19.7081170565035,144.871,-37.7216,3.84053168476417,2.317237305641631
68,2,515000,13.5,3042.0,1,1,141.0,3464.0,17.975785023777497,144.8883,-37.7298,3.8401555269309697,2.391032927151054
69,3,680000,13.5,3042.0,1,2,448.3,3464.0,7.9407729140132,144.99817,-37.777183,3.83819933962433,4.4451221948099375
70,2,530000,13.5,3042.0,1,1,120.0,3464.0,19.0462285414209,144.8792,-37.7234,3.8405658026582996,2.344099799656226
71,3,895000,13.5,3042.0,1,6,1063.0,3464.0,19.342949939111303,144.8728,-37.7249,3.8402434466360402,3.1091561584155047
72,3,600000,13.5,3042.0,1,2,323.3,3464.0,8.64229756531227,145.001632,-37.774073,3.8386902549219197,4.270633387912632
73,3,805000,13.5,3042.0,1,1,0.0,3464.0,19.2345859374817,144.8783,-37.7217,3.8407150260990397,3.1150638184047974
74,3,760000,13.5,3042.0,2,1,258.2,3464.0,4.77071056901009,145.01183799999998,-37.805859000000005,3.83560947698583,7.368294649778465
75,3,752000,13.5,3042.0,1,1,265.0,3464.0,18.1230312661523,144.8855,-37.7302,3.84004060407843,3.179066888034693
76,3,580000,13.5,3042.0,1,1,354.9,3464.0,9.9442083828945,144.99218,-37.767542999999996,3.84017428973189,4.009742807082305
77,3,725000,13.5,3042.0,1,2,578.7,3464.0,4.98298520253824,145.03537,-37.809103,3.8354945192798597,5.734852554614455
78,4,758000,13.5,3042.0,2,2,504.7,3464.0,6.4922274992935805,144.99785500000002,-37.801285,3.83545463220542,7.385581374315898
79,2,440000,13.5,3042.0,1,1,192.0,3464.0,19.5222360044441,144.8787,-37.7177,3.84113294288888,2.324627111308553
80,3,970000,13.5,3042.0,2,2,462.7,3464.0,6.9823997668507305,145.03579,-37.809242,3.83623341019429,5.924137555560721
81,5,755000,13.5,3042.0,2,2,596.0,3464.0,19.5395875991316,144.8699,-37.7248,3.8401767537535,5.42250873786612
82,4,985000,13.5,3042.0,2,2,649.4,3464.0,8.588443801793291,145.03921,-37.776986,3.83975866908525,6.424571135812987
83,3,700000,13.5,3042.0,2,2,165.0,3464.0,18.2750973601732,144.887,-37.727,3.8404060752246405,3.9624056483093546
84,2,509500,13.5,3042.0,1,1,617.9,3464.0,5.00276903435829,145.05564099999998,-37.811933,3.8366947598115404,4.290553705256824
85,3,830000,13.5,3042.0,1,2,971.0,3464.0,19.620244051793,144.876,-37.7186,3.8409697072531896,3.0942882100552787
86,2,462500,13.5,3042.0,1,1,164.0,3464.0,18.7280316153639,144.8863,-37.7218,3.84091692337057,2.3575784244407645
87,3,670000,13.5,3042.0,2,2,657.0,3464.0,19.1021312391607,144.8742,-37.7269,3.84007697425444,3.902951321551883
88,2,675000,13.5,3042.0,1,1,612.0,3464.0,19.581066172156,144.8765,-37.7187,3.8409727800799103,2.3222755999008395
89,3,1042000,13.5,3042.0,2,5,612.0,3464.0,19.4981341361111,144.8796,-37.7173,3.84119754065111,3.875989863208144
90,3,910000,13.5,3042.0,1,1,775.0,3464.0,18.7989943360853,144.8835,-37.7231,3.8407103339863395,3.1393857026820613
91,4,773000,13.5,3042.0,3,4,531.0,3464.0,19.560558331158,144.8679,-37.7263,3.8399710546753902,5.42055261853004
92,3,715000,13.5,3042.0,1,2,493.2,3464.0,6.761449052759451,145.039,-37.806168,3.83648502954993,4.819046142632253
93,3,810000,13.5,3042.0,3,2,555.0,3464.0,19.3002474318542,144.8694,-37.7285,3.8397868984984798,4.6672162898217
94,3,715000,13.5,3042.0,2,2,422.0,3464.0,19.594177043259698,144.8792,-37.7164,3.84127859498786,3.8695885872096256
95,3,790000,13.5,3042.0,1,3,614.0,3464.0,19.1403599911394,144.8827,-37.7194,3.841065870613,3.1202462519099696
96,2,460000,13.5,3042.0,1,1,133.0,3464.0,9.762785708170359,144.99726,-37.768584000000004,3.8402416689196404,3.0316082855441
97,3,540000,13.5,3042.0,2,1,161.0,3464.0,19.0061736321887,144.8802,-37.7231,3.84062285443137,3.909626046167662
98,3,825000,13.5,3042.0,2,1,293.0,3464.0,19.4107039569003,144.8776,-37.72,3.84086956521739,3.881863147097663
99,3,825000,13.5,3042.0,2,1,293.0,3464.0,3.60804603523033,145.0108,-37.8162,3.83462114120403,8.972278117581451
100,3,685000,13.5,3042.0,1,1,579.0,3464.0,19.484194397838603,144.8733,-37.7226,3.84049084633615,3.1015386676739176
101,3,445000,13.5,3042.0,1,2,278.9,3464.0,6.3109597444576,145.03902,-37.808984,3.83656402355319,4.999403758849516
102,2,510000,13.5,3042.0,1,1,141.0,3464.0,19.2635065300349,144.8797,-37.7202,3.8409048732509397,2.335111284131323
103,3,612000,13.5,3042.0,2,1,212.0,3464.0,19.2621654160217,144.8824,-37.7181,3.84119030385942,3.8919437375176837
104,3,662000,13.5,3042.0,1,2,612.0,3464.0,19.4130472001522,144.8815,-37.7169,3.8412886530971497,3.1053641264494716
105,4,978000,13.5,3042.0,3,2,532.0,3464.0,19.4878419619565,144.869,-37.7263,3.8400002120536603,5.427350555705759
106,3,720000,13.5,3042.0,1,1,585.0,3464.0,19.3855837538008,144.878,-37.72,3.8408801696712596,3.1068470727689697
107,2,474000,13.5,3042.0,1,1,400.3,3464.0,7.8890461704826995,145.038061,-37.777065,3.8396830848417802,3.344390267452591
108,2,490000,13.5,3042.0,1,1,212.0,3464.0,4.75652310472413,145.05564099999998,-37.812063,3.8366460198757593,4.4294197825545
109,3,405000,13.5,3042.0,1,2,500.2,3464.0,9.49015713094032,144.99747,-37.767702,3.8402169983423704,4.093020424845472
110,3,715000,13.5,3042.0,1,2,493.2,3464.0,6.761449052759451,145.039,-37.806168,3.83648502954993,4.819046142632253
111,3,671500,13.5,3042.0,2,1,417.6,3464.0,7.9407729140132,144.99817,-37.777008,3.8382003574383505,5.556402743512422
112,4,765000,13.5,3042.0,1,2,509.0,3464.0,18.8840856861188,144.8785,-37.7261,3.8402723843705,3.9182006271162497
113,4,900000,13.5,3042.0,2,3,628.0,3464.0,19.2189672282214,144.8739,-37.7256,3.8402013486863,4.673879853187677
114,3,820000,13.5,3042.0,2,2,328.4,3464.0,7.0717070868352305,145.011938,-37.803746999999994,3.83599119300866,5.885647077518835
115,3,650000,13.5,3042.0,1,2,425.1,3464.0,5.72996301975692,144.986394,-37.800371000000005,3.8350178210685897,5.275988132153473
116,3,552000,13.5,3042.0,1,2,397.0,3464.0,8.16884016383817,144.9952,-37.774788,3.8384068333367996,4.385193663986566
117,2,1275000,3.3,3206.0,1,0,120.0,3280.0,6.987891167224751,144.9555,-37.8459,3.8301506900351203,3.5530452319190804
118,2,1455000,3.3,3206.0,1,0,159.0,3280.0,7.132870452470441,144.9538,-37.845,3.8301968555951897,3.5159092815281134
119,3,2850000,3.3,3206.0,2,0,211.0,3280.0,7.49609742143254,144.9499,-37.8481,3.82978009464147,5.715362017334443
120,3,1850000,3.3,3206.0,2,0,128.0,3280.0,7.5734798312167095,144.9488,-37.8452,3.83004449705643,5.686370682485922
121,2,1436000,3.3,3206.0,1,0,130.0,3280.0,6.8904318894878696,144.9565,-37.8431,3.8304605066709705,3.578899762579692
122,2,1110000,3.3,3206.0,1,0,147.0,3280.0,7.60580209512912,144.9484,-37.8444,3.8301148915031002,3.404660900623136
123,2,1110000,3.3,3206.0,1,0,147.0,3280.0,19.2348883132595,144.92699,-37.69186,3.8450474452574106,2.336285442192888
124,2,1550000,3.3,3206.0,1,1,167.0,3280.0,7.28118340735214,144.9521,-37.8405,3.83060741797809,3.4794631673832956
125,4,2300000,3.3,3206.0,2,1,153.0,3280.0,7.263655224030019,144.9523,-37.8447,3.83018758240916,6.96738502880874
126,3,1550000,3.3,3206.0,2,2,718.0,3280.0,6.60247453629301,144.9598,-37.8443,3.8304262464889,6.099742489430013
127,3,1800000,3.3,3206.0,2,1,132.0,3280.0,7.2872924103377406,144.952,-37.8415,3.8305035476923504,5.796656559068869
128,3,2485000,3.3,3206.0,2,2,176.6,3280.0,6.32641225372432,144.962789,-37.840325,3.83080132615602,6.240970183436636
129,2,2120000,3.3,3206.0,1,1,199.0,3280.0,6.98715211365713,144.9554,-37.8422,3.83052253833022,3.553238535949257
130,3,1800000,3.3,3206.0,1,1,253.0,3280.0,6.769640717409249,144.9579,-37.8443,3.83037604077761,4.815995151931015
131,3,1800000,3.3,3206.0,2,1,90.0,3280.0,6.837599236734389,144.9571,-37.8421,3.83057758422498,5.988715039255544
132,2,1810000,3.3,3206.0,1,0,240.0,3280.0,7.1380511759082905,144.9539,-37.8379,3.83091820634866,3.5146104694508713
133,3,2615000,3.3,3206.0,2,1,177.0,3280.0,6.71524016673836,144.9585,-37.8415,3.8306753167818397,6.0454992769959155
134,5,2100000,3.3,3206.0,2,1,237.0,3280.0,6.961519012048769,144.9557,-37.8436,3.83038875794058,8.30659387816027
135,3,1300000,3.3,3206.0,1,0,129.0,3280.0,7.5504722137282005,144.94899999999998,-37.8422,3.83035341497059,4.555942980234995
136,3,1370000,3.3,3206.0,2,2,0.0,3280.0,7.370765591099841,144.9511,-37.8451,3.83011539142452,5.763605048934267
137,2,1000000,3.3,3206.0,1,0,288.0,3280.0,7.262912647281659,144.9523,-37.8407,3.83059245732769,3.4838721421439836
138,3,2575000,3.3,3206.0,2,1,228.0,3280.0,7.456532031038559,144.9501,-37.8445,3.83014969150075,5.730416753630482
139,2,1322500,3.3,3206.0,1,0,149.0,3280.0,7.63191474360031,144.9481,-37.8443,3.83011708500355,3.3989192176809384
140,2,1322500,3.3,3206.0,1,0,149.0,3280.0,19.193412460439802,144.92779,-37.69193,3.84506152908593,2.3379923354008305
141,2,1562500,3.3,3206.0,1,0,141.0,3280.0,6.916634647543599,144.9562,-37.8424,3.83052343403167,3.571875753871967
142,3,2000000,3.3,3206.0,2,1,211.0,3280.0,6.81978978925776,144.9575,-37.847,3.8300922133854707,5.996850538104493
143,3,1900000,3.3,3206.0,1,0,209.0,3280.0,7.07289543018288,144.9546,-37.8468,3.83003582865658,4.708113238302195
144,3,3010000,3.3,3206.0,2,0,147.0,3280.0,7.03289340007632,144.9551,-37.8473,3.82999844110412,5.902253710860628
145,4,2800000,3.3,3206.0,3,1,327.0,3280.0,7.695881985503269,144.9475,-37.8467,3.8298583496051197,7.898373663584442
146,2,647000,3.3,3206.0,1,1,0.0,3280.0,7.10273901355472,144.9542,-37.846,3.83010621994398,3.523501165946552
147,3,2100000,3.3,3206.0,1,1,120.0,3280.0,7.05744576663298,144.9546,-37.8427,3.8304507870738598,4.713381901001901
148,3,2000000,3.3,3206.0,1,1,238.0,3280.0,7.22637889112829,144.9528,-37.8461,3.83005910780767,4.6570071797553565
149,1,442500,3.3,3206.0,1,0,0.0,3280.0,7.312895673773251,144.9517,-37.8421,3.8304348860132005,2.314575380038601
150,4,4735000,3.3,3206.0,2,1,330.0,3280.0,6.974926594515231,144.9558,-37.8477,3.8299764582788396,7.112884452300329
151,2,1340000,3.3,3206.0,1,0,136.0,3280.0,7.32247532959509,144.9517,-37.846,3.8300401627648903,3.469580212548337
152,3,1801000,3.3,3206.0,1,1,202.0,3280.0,7.5240176277855895,144.9493,-37.8429,3.83029049042225,4.563866612823005
153,3,1532000,3.3,3206.0,3,1,0.0,3280.0,6.71524016673836,144.9585,-37.8415,3.8306753167818397,7.254599132395099
154,3,3755000,3.3,3206.0,2,2,325.0,3280.0,7.46370455969846,144.95,-37.8413,3.83047094048037,5.727675775613457
155,4,2140000,3.3,3206.0,2,1,183.0,3280.0,7.506871344584991,144.9495,-37.8434,3.83024516824598,6.85354789448443
156,2,1810000,3.3,3206.0,1,1,188.2,3280.0,6.615002127336449,144.959334,-37.842,3.8306108460055297,3.6561735014945307
157,2,1750000,3.3,3206.0,1,1,162.0,3280.0,7.56875286066759,144.9488,-37.8416,3.83040886220456,3.412874838538459
158,2,980000,3.3,3206.0,1,0,79.0,3280.0,7.30786005774945,144.9519,-37.8387,3.8307843556993197,3.473065476831629
159,2,980000,3.3,3206.0,1,0,79.0,3280.0,7.85773390097427,145.0027,-37.7765,3.8384365941789196,3.3508421630545477
160,3,2030000,3.3,3206.0,2,0,152.0,3280.0,7.047228892511599,144.9551,-37.8488,3.82984665299825,5.896098637182667
161,3,1740000,3.3,3206.0,2,2,147.0,3280.0,7.87981913298576,144.9453,-37.8448,3.82999249566651,5.577143754719962
162,3,2800000,3.3,3206.0,3,1,0.0,3280.0,6.7911247800355605,144.9577,-37.8399,3.8308161490912997,7.212043735753297
163,1,985000,3.3,3206.0,1,0,81.0,3280.0,7.49056414401184,144.9497,-37.8411,3.830483257622,2.286983163130643
164,4,2000000,6.4,3078.0,2,4,853.0,2211.0,7.9804450262855395,145.0318,-37.7707,3.8397964559830804,6.651684779323944
165,3,1110000,6.4,3078.0,2,2,208.0,2211.0,6.34771816740451,145.0325,-37.7854,3.8383211504972796,6.229616412797598
166,3,1492000,6.4,3078.0,2,2,411.0,2211.0,7.93270451712494,145.0279,-37.7713,3.8396322075226403,5.559130214114854
167,2,480000,6.4,3078.0,1,1,340.1,2211.0,6.458240232483551,145.026849,-37.784585,3.83822923900825,3.70318162005495
168,3,1304000,6.4,3078.0,2,2,593.8,2211.0,6.49109781156176,145.025476,-37.783712,3.8381636096354597,6.155223762035087
169,4,1717500,6.4,3078.0,2,1,599.0,2211.0,7.87217785984465,145.031,-37.7717,3.83967361807914,6.695719409887117
170,5,2840000,6.4,3078.0,4,4,809.0,2211.0,7.53171665185928,145.0268,-37.775,3.8392270019854395,10.263498524319427
171,2,525500,6.4,3078.0,1,1,88.0,2211.0,7.0534050864281905,145.0306,-37.7791,3.8389109322350197,3.5360727828616114
172,2,805000,6.4,3078.0,2,3,155.0,2211.0,6.9083997945339695,145.0308,-37.7804,3.8387841314544,4.765436502995488
173,2,465000,6.4,3078.0,1,1,0.0,2211.0,7.2496929248743704,145.0314,-37.7773,3.83911502410178,3.487076151354098
174,3,1480000,6.4,3078.0,1,2,496.8,2211.0,6.40472565613616,145.029139,-37.784774,3.8383152084909202,4.959699148398195
175,3,2000000,6.4,3078.0,3,2,686.0,2211.0,6.944159515696219,145.0341,-37.78,3.83891212281631,7.129110786773431
176,3,1540000,6.4,3078.0,1,2,592.0,2211.0,7.461970964583711,145.0288,-37.7755,3.83922912999166,4.582670229074484
177,2,590000,6.4,3078.0,1,0,0.0,2211.0,6.46243259496788,145.02623300000002,-37.784789,3.8381973624508,3.70189376873313
178,2,820000,6.4,3078.0,1,1,183.0,2211.0,7.56822316012733,145.0264,-37.7747,3.83924690335065,3.4129928543197687
179,4,1830000,6.4,3078.0,2,2,606.0,2211.0,7.581730527744861,145.0316,-37.7743,3.8394252176744503,6.819977142030601
180,4,2100000,6.4,3078.0,2,2,575.0,2211.0,7.80266450777207,145.0319,-37.7723,3.83963645316806,6.7246259645758855
181,3,865000,6.4,3078.0,1,1,180.0,2211.0,6.98295054682786,145.0243,-37.7802,3.8386324053340095,4.739117693983492
182,2,390000,6.4,3078.0,1,1,0.0,2211.0,7.2496929248743704,145.0314,-37.7773,3.83911502410178,3.487076151354098
183,2,650000,6.4,3078.0,1,0,0.0,2211.0,6.4687173768385895,145.025,-37.7848,3.83818360822341,3.699966386384363
184,2,512000,6.4,3078.0,1,1,0.0,2211.0,6.92971478579468,145.0262,-37.7805,3.8386522147668796,3.5683896618698245
185,3,1361000,6.4,3078.0,1,2,752.6,2211.0,7.0101441859263005,145.0285,-37.7796,3.83880454001631,4.729658900732941
186,3,1310000,6.4,3078.0,1,2,548.4,2211.0,6.40891801862049,145.02862,-37.784634000000004,3.8383152084909202,4.957952127192288
187,3,570000,6.4,3078.0,2,2,195.2,2211.0,6.475232762410231,145.02551499999998,-37.784594,3.8381824703436,6.163287290236769
188,3,1165000,6.4,3078.0,1,2,979.0,2211.0,7.05108890333465,145.029,-37.7792,3.83885841944774,4.715556508548745
189,2,530000,6.4,3078.0,1,1,17.6,2211.0,6.41564816407104,145.02815900000002,-37.784612,3.8382455464760095,3.716364397839068
190,4,1900000,6.4,3078.0,2,2,556.0,2211.0,6.54546865376617,145.0225,-37.7844,3.8381580758196496,7.353475138197836
191,3,1485000,6.4,3078.0,0,0,597.0,2211.0,7.17681020887011,145.0284,-37.7781,3.83895431480143,3.5049535332432638
192,4,1950000,6.4,3078.0,2,3,589.0,2211.0,7.85037766937841,145.0309,-37.7719,3.8396506397613,6.704730535832144
193,3,520000,13.8,3018.0,2,1,352.0,5301.0,18.710903093775602,144.825,-37.87,3.82426722999736,3.9305248307423675
194,5,1525000,13.8,3018.0,3,3,729.0,5301.0,20.007612659396,144.8105,-37.8721,3.8236723075826298,6.148193263714946
195,2,720000,13.8,3018.0,1,2,292.0,5301.0,19.149024840968398,144.8197,-37.8687,3.82425855653878,2.3398259244899697
196,3,1120000,13.8,3018.0,1,2,506.0,5301.0,17.613260466819803,144.8375,-37.8693,3.82466800284135,3.2106857850654293
197,4,780000,13.8,3018.0,1,4,655.0,5301.0,19.5118550394638,144.8154,-37.868,3.8242156966303997,3.8750721359736007
198,4,1780000,13.8,3018.0,3,6,1057.0,5301.0,19.200050229880897,144.819,-37.8681,3.8243006646755404,5.454677082801566
199,3,630000,13.8,3018.0,1,2,311.0,5301.0,19.6440105507015,144.8143,-37.8702,3.823964489229,3.093030249130728
200,2,406000,13.8,3018.0,1,1,65.0,5301.0,19.385232780113,144.8171,-37.8693,3.82412930790905,2.3301495353203996
201,3,660000,13.8,3018.0,1,1,602.0,5301.0,19.755094542320197,144.8116,-37.8616,3.82476176389799,3.0871841350341667
202,3,683500,13.8,3018.0,1,1,530.0,5301.0,19.2576955164404,144.817,-37.8594,3.82512665282598,3.113799284986188
203,2,540000,13.8,3018.0,1,1,171.0,5301.0,4.57715520693068,145.03898,-37.811031,3.83581838226206,4.5413560460382385
204,2,580000,13.8,3018.0,1,1,225.0,5301.0,18.530071679097897,144.827,-37.8696,3.8243604368675697,2.3661599390754966
205,3,1335000,13.8,3018.0,1,4,777.0,5301.0,18.7142346626163,144.8249,-37.8697,3.8242948848287703,3.1442287497735832
206,3,800000,13.8,3018.0,2,2,280.0,5301.0,19.7021874224613,144.8143,-37.8734,3.8236413947519905,3.862452068470495
207,2,510000,13.8,3018.0,1,1,127.0,5301.0,19.2778634507997,144.8182,-37.8686,3.8242290446438503,2.334523344099571
208,4,1070000,13.8,3018.0,2,2,695.0,5301.0,19.665607279205002,144.8147,-37.8733,3.82366205215812,4.637834007794494
209,2,425000,13.8,3018.0,1,2,115.0,5301.0,19.293244135889896,144.8185,-37.871,3.8239946132924905,2.333894292822121
210,3,605000,13.8,3018.0,2,2,230.0,5301.0,18.448932567837698,144.827,-37.8646,3.82486544159981,3.949536789026922
