,Unnamed: 0,Rooms,Price,Distance,Postcode,Bathroom,Car,Landsize,Propertycount,Distancia_NEW,Longtitude,Lattitude,Location_TRA,BathsAndRooms,precio_div,is_train
32,32,4,1330000,2.5,3067.0,2,2,780.0,4019.0,5.24029530781371,144.9952,-37.8073,3.83511120868192,8.340796474240793,1,True
33,33,3,900000,2.5,3067.0,2,2,0.0,4019.0,5.03451372725507,144.9959,-37.8093,3.8349268566199295,7.122938056660671,1,True
34,34,3,1090000,2.5,3067.0,2,2,4290.0,4019.0,5.1229614389988,144.9965,-37.8078,3.8350948746025897,7.047006906793535,1,True
36,36,2,1100000,2.5,3067.0,2,1,124.0,4019.0,5.04561620116193,144.9977,-37.8079,3.83511647036731,5.690594853511175,1,True
37,37,2,1315000,2.5,3067.0,1,0,147.0,4019.0,5.254132339105861,144.994,-37.808,3.835008463817181,4.163769334182996,1,True
38,38,1,480000,2.5,3067.0,1,1,0.0,4019.0,5.11699853928264,144.9965,-37.80822,3.8350601228816097,2.820813626665964,0,True
39,39,1,423500,2.5,3067.0,1,1,104.5,4019.0,5.02033913696606,144.99678,-37.808105,3.83509253276268,2.85415392249726,0,False
40,40,1,426000,2.5,3067.0,1,1,0.0,4019.0,5.5412526657443895,144.9988,-37.8016,3.83578472868873,2.6895893075111714,0,True
41,41,3,1447500,2.5,3067.0,3,1,166.0,4019.0,5.467412845895081,145.0001,-37.8017,3.83580897155419,8.13248502503973,1,True
42,42,1,457000,2.5,3067.0,1,1,0.0,4019.0,5.1229614389988,144.9965,-37.8078,3.8350948746025897,2.818802762717413,0,True
43,43,2,1135000,2.5,3067.0,2,2,98.0,4019.0,5.82574897547925,144.9952,-37.8005,3.83580111374188,5.226354952096348,1,True
44,44,2,700000,2.5,3067.0,2,1,321.8,4019.0,4.3491689293435405,145.005892,-37.81089,3.83504526712476,6.2656025569675196,0,True
45,45,4,1542000,2.5,3067.0,3,1,0.0,4019.0,5.85745509151337,144.9965,-37.7994,3.835947131435951,9.118038599908145,1,False
46,46,3,962000,2.5,3067.0,2,1,554.9,4019.0,6.03930258649476,144.9969,-37.7972,3.83618098695141,6.402156946613678,1,True
47,47,3,1290000,2.5,3067.0,2,2,147.0,4019.0,5.48479916023104,144.9943,-37.805,3.83532072477186,6.764428629712353,1,True
49,49,1,470000,2.5,3067.0,1,1,0.0,4019.0,5.34029950900072,144.9961,-37.8055,3.8353176125167,2.7488929641844826,0,True
50,50,2,1180000,2.5,3067.0,1,0,162.0,4019.0,5.70700261591779,144.9956,-37.8016,3.83570007618725,3.9661131505231295,1,True
51,51,3,1195000,2.5,3067.0,2,1,120.0,4019.0,5.66484452013146,144.9954,-37.8022,3.8356339049050097,6.638448881778487,1,True
52,52,2,1012500,2.5,3067.0,1,0,182.0,4019.0,5.55737431125299,144.9976,-37.8021,3.83570224934594,4.027550327899111,1,True
54,54,2,1030000,2.5,3067.0,1,1,172.0,4019.0,5.16940859620275,144.9946,-37.8086,3.83496347391863,4.204973621996545,1,True
55,55,3,927000,2.5,3067.0,2,1,116.7,4019.0,5.13231269646126,144.995818,-37.808135,3.835084768853181,7.039149268466648,1,True
57,57,2,603000,13.5,3042.0,1,1,272.0,3464.0,18.0256947626168,144.888,-37.7294,3.8401882881784495,2.3887404089684208,0,True
58,58,3,700000,13.5,3042.0,2,2,239.0,3464.0,18.88870522738,144.8837,-37.7218,3.8408479977095498,3.9178744892169552,0,True
59,59,3,600000,13.5,3042.0,1,1,290.0,3464.0,19.0592319957513,144.8744,-37.7273,3.840041561415741,3.1247427055754966,0,True
60,60,2,500000,13.5,3042.0,1,1,168.0,3464.0,18.745751791030106,144.8864,-37.7215,3.84095012128362,2.3568177029153654,0,False
61,61,3,500000,13.5,3042.0,1,2,346.2,3464.0,9.44564922271443,144.971329,-37.779926,3.8382314756941,4.101588919668953,0,True
62,62,5,1035000,13.5,3042.0,2,2,466.1,3464.0,4.6594834505489295,145.03888899999995,-37.811705,3.8359124651063903,10.473745876683338,1,False
63,63,4,960000,13.5,3042.0,2,2,645.0,3464.0,8.19378621009683,145.04639,-37.780102,3.84003559756925,6.56825502505226,1,True
64,64,4,960000,13.5,3042.0,2,2,645.0,3464.0,8.19378621009683,145.04639,-37.780102,3.84003559756925,6.56825502505226,1,False
65,65,3,720000,13.5,3042.0,1,1,620.0,3464.0,19.034713055718104,144.8872,-37.7173,3.84139903969796,3.126107974965813,0,True
66,66,4,785000,13.5,3042.0,1,2,597.0,3464.0,18.8544324751376,144.8792,-37.7259,3.84031129807374,3.920297330292137,0,False
67,67,2,450000,13.5,3042.0,1,1,110.0,3464.0,19.7081170565035,144.871,-37.7216,3.84053168476417,2.317237305641631,0,False
68,68,2,515000,13.5,3042.0,1,1,141.0,3464.0,17.975785023777497,144.8883,-37.7298,3.8401555269309697,2.391032927151054,0,True
69,69,3,680000,13.5,3042.0,1,2,448.3,3464.0,7.9407729140132,144.99817,-37.777183,3.83819933962433,4.4451221948099375,0,True
70,70,2,530000,13.5,3042.0,1,1,120.0,3464.0,19.0462285414209,144.8792,-37.7234,3.8405658026583,2.344099799656226,0,True
71,71,3,895000,13.5,3042.0,1,6,1063.0,3464.0,19.342949939111303,144.8728,-37.7249,3.84024344663604,3.1091561584155047,1,True
72,72,3,600000,13.5,3042.0,1,2,323.3,3464.0,8.64229756531227,145.001632,-37.774073,3.83869025492192,4.270633387912632,0,True
73,73,3,805000,13.5,3042.0,1,1,0.0,3464.0,19.2345859374817,144.8783,-37.7217,3.84071502609904,3.1150638184047974,0,False
74,74,3,760000,13.5,3042.0,2,1,258.2,3464.0,4.77071056901009,145.01183799999995,-37.80585900000001,3.83560947698583,7.368294649778465,0,True
75,75,3,752000,13.5,3042.0,1,1,265.0,3464.0,18.1230312661523,144.8855,-37.7302,3.84004060407843,3.1790668880346935,0,False
77,77,3,725000,13.5,3042.0,1,2,578.7,3464.0,4.98298520253824,145.03537,-37.809103,3.83549451927986,5.734852554614455,0,True
78,78,4,758000,13.5,3042.0,2,2,504.7,3464.0,6.4922274992935805,144.99785500000004,-37.801285,3.83545463220542,7.385581374315898,0,True
79,79,2,440000,13.5,3042.0,1,1,192.0,3464.0,19.5222360044441,144.8787,-37.7177,3.84113294288888,2.324627111308553,0,True
81,81,5,755000,13.5,3042.0,2,2,596.0,3464.0,19.5395875991316,144.8699,-37.7248,3.8401767537535,5.422508737866121,0,True
82,82,4,985000,13.5,3042.0,2,2,649.4,3464.0,8.588443801793291,145.03921,-37.776986,3.83975866908525,6.424571135812987,1,True
83,83,3,700000,13.5,3042.0,2,2,165.0,3464.0,18.2750973601732,144.887,-37.727,3.840406075224641,3.9624056483093546,0,True
84,84,2,509500,13.5,3042.0,1,1,617.9,3464.0,5.00276903435829,145.05564099999995,-37.811933,3.836694759811541,4.290553705256824,0,True
85,85,3,830000,13.5,3042.0,1,2,971.0,3464.0,19.620244051793,144.876,-37.7186,3.8409697072531896,3.0942882100552787,0,False
86,86,2,462500,13.5,3042.0,1,1,164.0,3464.0,18.7280316153639,144.8863,-37.7218,3.84091692337057,2.3575784244407645,0,True
87,87,3,670000,13.5,3042.0,2,2,657.0,3464.0,19.1021312391607,144.8742,-37.7269,3.84007697425444,3.902951321551883,0,False
88,88,2,675000,13.5,3042.0,1,1,612.0,3464.0,19.581066172156,144.8765,-37.7187,3.8409727800799103,2.3222755999008395,0,False
89,89,3,1042000,13.5,3042.0,2,5,612.0,3464.0,19.4981341361111,144.8796,-37.7173,3.84119754065111,3.8759898632081438,1,False
90,90,3,910000,13.5,3042.0,1,1,775.0,3464.0,18.7989943360853,144.8835,-37.7231,3.84071033398634,3.1393857026820613,1,True
91,91,4,773000,13.5,3042.0,3,4,531.0,3464.0,19.560558331158,144.8679,-37.7263,3.8399710546753902,5.4205526185300394,0,False
92,92,3,715000,13.5,3042.0,1,2,493.2,3464.0,6.761449052759451,145.039,-37.806168,3.83648502954993,4.819046142632253,0,True
93,93,3,810000,13.5,3042.0,3,2,555.0,3464.0,19.3002474318542,144.8694,-37.7285,3.83978689849848,4.667216289821701,0,True
94,94,3,715000,13.5,3042.0,2,2,422.0,3464.0,19.594177043259695,144.8792,-37.7164,3.84127859498786,3.8695885872096256,0,True
95,95,3,790000,13.5,3042.0,1,3,614.0,3464.0,19.1403599911394,144.8827,-37.7194,3.841065870613,3.1202462519099696,0,False
96,96,2,460000,13.5,3042.0,1,1,133.0,3464.0,9.762785708170359,144.99726,-37.768584,3.84024166891964,3.0316082855441,0,False
97,97,3,540000,13.5,3042.0,2,1,161.0,3464.0,19.0061736321887,144.8802,-37.7231,3.84062285443137,3.909626046167662,0,True
98,98,3,825000,13.5,3042.0,2,1,293.0,3464.0,19.4107039569003,144.8776,-37.72,3.84086956521739,3.8818631470976634,0,True
99,99,3,825000,13.5,3042.0,2,1,293.0,3464.0,3.60804603523033,145.0108,-37.8162,3.83462114120403,8.972278117581451,0,True
101,101,3,445000,13.5,3042.0,1,2,278.9,3464.0,6.3109597444576,145.03902,-37.808984,3.83656402355319,4.999403758849517,0,True
102,102,2,510000,13.5,3042.0,1,1,141.0,3464.0,19.2635065300349,144.8797,-37.7202,3.84090487325094,2.3351112841313233,0,False
103,103,3,612000,13.5,3042.0,2,1,212.0,3464.0,19.2621654160217,144.8824,-37.7181,3.84119030385942,3.891943737517684,0,True
106,106,3,720000,13.5,3042.0,1,1,585.0,3464.0,19.3855837538008,144.878,-37.72,3.84088016967126,3.1068470727689697,0,True
107,107,2,474000,13.5,3042.0,1,1,400.3,3464.0,7.8890461704826995,145.038061,-37.777065,3.83968308484178,3.344390267452591,0,False
110,110,3,715000,13.5,3042.0,1,2,493.2,3464.0,6.761449052759451,145.039,-37.806168,3.83648502954993,4.819046142632253,0,True
111,111,3,671500,13.5,3042.0,2,1,417.6,3464.0,7.9407729140132,144.99817,-37.777008,3.8382003574383514,5.556402743512422,0,True
112,112,4,765000,13.5,3042.0,1,2,509.0,3464.0,18.8840856861188,144.8785,-37.7261,3.8402723843705,3.9182006271162497,0,True
113,113,4,900000,13.5,3042.0,2,3,628.0,3464.0,19.2189672282214,144.8739,-37.7256,3.8402013486863,4.673879853187676,1,True
117,117,2,1275000,3.3,3206.0,1,0,120.0,3280.0,6.987891167224751,144.9555,-37.8459,3.83015069003512,3.5530452319190804,1,True
118,118,2,1455000,3.3,3206.0,1,0,159.0,3280.0,7.132870452470441,144.9538,-37.845,3.8301968555951897,3.515909281528113,1,True
119,119,3,2850000,3.3,3206.0,2,0,211.0,3280.0,7.49609742143254,144.9499,-37.8481,3.82978009464147,5.715362017334442,1,True
120,120,3,1850000,3.3,3206.0,2,0,128.0,3280.0,7.573479831216709,144.9488,-37.8452,3.83004449705643,5.686370682485922,1,False
121,121,2,1436000,3.3,3206.0,1,0,130.0,3280.0,6.8904318894878696,144.9565,-37.8431,3.8304605066709705,3.578899762579692,1,False
122,122,2,1110000,3.3,3206.0,1,0,147.0,3280.0,7.60580209512912,144.9484,-37.8444,3.8301148915031,3.4046609006231363,1,True
123,123,2,1110000,3.3,3206.0,1,0,147.0,3280.0,19.2348883132595,144.92699,-37.69186,3.8450474452574106,2.3362854421928883,1,True
124,124,2,1550000,3.3,3206.0,1,1,167.0,3280.0,7.28118340735214,144.9521,-37.8405,3.83060741797809,3.479463167383296,1,True
129,129,2,2120000,3.3,3206.0,1,1,199.0,3280.0,6.98715211365713,144.9554,-37.8422,3.83052253833022,3.553238535949257,1,True
130,130,3,1800000,3.3,3206.0,1,1,253.0,3280.0,6.769640717409249,144.9579,-37.8443,3.83037604077761,4.8159951519310145,1,False
131,131,3,1800000,3.3,3206.0,2,1,90.0,3280.0,6.837599236734389,144.9571,-37.8421,3.83057758422498,5.988715039255544,1,True
132,132,2,1810000,3.3,3206.0,1,0,240.0,3280.0,7.1380511759082905,144.9539,-37.8379,3.83091820634866,3.5146104694508717,1,True
134,134,5,2100000,3.3,3206.0,2,1,237.0,3280.0,6.961519012048769,144.9557,-37.8436,3.83038875794058,8.30659387816027,1,True
135,135,3,1300000,3.3,3206.0,1,0,129.0,3280.0,7.5504722137282,144.94899999999996,-37.8422,3.83035341497059,4.555942980234995,1,True
136,136,3,1370000,3.3,3206.0,2,2,0.0,3280.0,7.370765591099841,144.9511,-37.8451,3.83011539142452,5.763605048934267,1,True
137,137,2,1000000,3.3,3206.0,1,0,288.0,3280.0,7.2629126472816585,144.9523,-37.8407,3.83059245732769,3.483872142143984,1,True
138,138,3,2575000,3.3,3206.0,2,1,228.0,3280.0,7.4565320310385586,144.9501,-37.8445,3.83014969150075,5.7304167536304815,1,True
140,140,2,1322500,3.3,3206.0,1,0,149.0,3280.0,19.193412460439802,144.92779,-37.69193,3.84506152908593,2.3379923354008305,1,True
141,141,2,1562500,3.3,3206.0,1,0,141.0,3280.0,6.9166346475435985,144.9562,-37.8424,3.83052343403167,3.5718757538719665,1,False
142,142,3,2000000,3.3,3206.0,2,1,211.0,3280.0,6.81978978925776,144.9575,-37.847,3.830092213385471,5.996850538104493,1,False
143,143,3,1900000,3.3,3206.0,1,0,209.0,3280.0,7.07289543018288,144.9546,-37.8468,3.83003582865658,4.708113238302195,1,True
145,145,4,2800000,3.3,3206.0,3,1,327.0,3280.0,7.695881985503268,144.9475,-37.8467,3.82985834960512,7.898373663584442,1,True
146,146,2,647000,3.3,3206.0,1,1,0.0,3280.0,7.10273901355472,144.9542,-37.846,3.83010621994398,3.5235011659465516,0,False
147,147,3,2100000,3.3,3206.0,1,1,120.0,3280.0,7.05744576663298,144.9546,-37.8427,3.83045078707386,4.713381901001902,1,False
148,148,3,2000000,3.3,3206.0,1,1,238.0,3280.0,7.22637889112829,144.9528,-37.8461,3.83005910780767,4.6570071797553565,1,True
149,149,1,442500,3.3,3206.0,1,0,0.0,3280.0,7.312895673773251,144.9517,-37.8421,3.830434886013201,2.314575380038601,0,True
150,150,4,4735000,3.3,3206.0,2,1,330.0,3280.0,6.974926594515232,144.9558,-37.8477,3.82997645827884,7.112884452300329,1,True
151,151,2,1340000,3.3,3206.0,1,0,136.0,3280.0,7.32247532959509,144.9517,-37.846,3.8300401627648895,3.469580212548337,1,True
152,152,3,1801000,3.3,3206.0,1,1,202.0,3280.0,7.524017627785589,144.9493,-37.8429,3.83029049042225,4.563866612823005,1,True
153,153,3,1532000,3.3,3206.0,3,1,0.0,3280.0,6.71524016673836,144.9585,-37.8415,3.83067531678184,7.254599132395098,1,True
155,155,4,2140000,3.3,3206.0,2,1,183.0,3280.0,7.506871344584991,144.9495,-37.8434,3.83024516824598,6.8535478944844295,1,True
156,156,2,1810000,3.3,3206.0,1,1,188.2,3280.0,6.615002127336449,144.959334,-37.842,3.8306108460055297,3.6561735014945302,1,True
157,157,2,1750000,3.3,3206.0,1,1,162.0,3280.0,7.56875286066759,144.9488,-37.8416,3.83040886220456,3.412874838538459,1,False
158,158,2,980000,3.3,3206.0,1,0,79.0,3280.0,7.30786005774945,144.9519,-37.8387,3.83078435569932,3.4730654768316285,1,True
160,160,3,2030000,3.3,3206.0,2,0,152.0,3280.0,7.047228892511599,144.9551,-37.8488,3.82984665299825,5.896098637182669,1,True
161,161,3,1740000,3.3,3206.0,2,2,147.0,3280.0,7.87981913298576,144.9453,-37.8448,3.82999249566651,5.577143754719962,1,True
162,162,3,2800000,3.3,3206.0,3,1,0.0,3280.0,6.7911247800355605,144.9577,-37.8399,3.8308161490913,7.212043735753298,1,True
163,163,1,985000,3.3,3206.0,1,0,81.0,3280.0,7.49056414401184,144.9497,-37.8411,3.830483257622,2.286983163130643,1,True
164,164,4,2000000,6.4,3078.0,2,4,853.0,2211.0,7.9804450262855395,145.0318,-37.7707,3.83979645598308,6.6516847793239435,1,True
165,165,3,1110000,6.4,3078.0,2,2,208.0,2211.0,6.34771816740451,145.0325,-37.7854,3.83832115049728,6.229616412797598,1,True
166,166,3,1492000,6.4,3078.0,2,2,411.0,2211.0,7.93270451712494,145.0279,-37.7713,3.83963220752264,5.5591302141148535,1,True
167,167,2,480000,6.4,3078.0,1,1,340.1,2211.0,6.458240232483551,145.026849,-37.784585,3.83822923900825,3.7031816200549503,0,True
169,169,4,1717500,6.4,3078.0,2,1,599.0,2211.0,7.87217785984465,145.031,-37.7717,3.83967361807914,6.695719409887118,1,True
170,170,5,2840000,6.4,3078.0,4,4,809.0,2211.0,7.53171665185928,145.0268,-37.775,3.83922700198544,10.263498524319429,1,True
171,171,2,525500,6.4,3078.0,1,1,88.0,2211.0,7.053405086428191,145.0306,-37.7791,3.83891093223502,3.5360727828616114,0,True
172,172,2,805000,6.4,3078.0,2,3,155.0,2211.0,6.9083997945339695,145.0308,-37.7804,3.8387841314544,4.765436502995488,0,False
174,174,3,1480000,6.4,3078.0,1,2,496.8,2211.0,6.40472565613616,145.029139,-37.784774,3.83831520849092,4.959699148398196,1,True
176,176,3,1540000,6.4,3078.0,1,2,592.0,2211.0,7.461970964583711,145.0288,-37.7755,3.83922912999166,4.582670229074483,1,True
177,177,2,590000,6.4,3078.0,1,0,0.0,2211.0,6.46243259496788,145.02623300000005,-37.784789,3.8381973624508,3.70189376873313,0,True
178,178,2,820000,6.4,3078.0,1,1,183.0,2211.0,7.56822316012733,145.0264,-37.7747,3.83924690335065,3.4129928543197687,0,True
179,179,4,1830000,6.4,3078.0,2,2,606.0,2211.0,7.5817305277448614,145.0316,-37.7743,3.8394252176744494,6.819977142030601,1,True
180,180,4,2100000,6.4,3078.0,2,2,575.0,2211.0,7.80266450777207,145.0319,-37.7723,3.83963645316806,6.7246259645758855,1,True
183,183,2,650000,6.4,3078.0,1,0,0.0,2211.0,6.4687173768385895,145.025,-37.7848,3.83818360822341,3.699966386384363,0,True
184,184,2,512000,6.4,3078.0,1,1,0.0,2211.0,6.92971478579468,145.0262,-37.7805,3.83865221476688,3.5683896618698245,0,True
188,188,3,1165000,6.4,3078.0,1,2,979.0,2211.0,7.05108890333465,145.029,-37.7792,3.83885841944774,4.715556508548745,1,True
190,190,4,1900000,6.4,3078.0,2,2,556.0,2211.0,6.54546865376617,145.0225,-37.7844,3.8381580758196496,7.353475138197836,1,True
191,191,3,1485000,6.4,3078.0,0,0,597.0,2211.0,7.17681020887011,145.0284,-37.7781,3.83895431480143,3.504953533243264,1,True
193,193,3,520000,13.8,3018.0,2,1,352.0,5301.0,18.710903093775602,144.825,-37.87,3.82426722999736,3.930524830742368,0,True
194,194,5,1525000,13.8,3018.0,3,3,729.0,5301.0,20.007612659396,144.8105,-37.8721,3.8236723075826298,6.148193263714947,1,True
196,196,3,1120000,13.8,3018.0,1,2,506.0,5301.0,17.613260466819803,144.8375,-37.8693,3.82466800284135,3.2106857850654293,1,False
198,198,4,1780000,13.8,3018.0,3,6,1057.0,5301.0,19.200050229880894,144.819,-37.8681,3.824300664675541,5.454677082801566,1,True
199,199,3,630000,13.8,3018.0,1,2,311.0,5301.0,19.6440105507015,144.8143,-37.8702,3.823964489229,3.093030249130728,0,False
200,200,2,406000,13.8,3018.0,1,1,65.0,5301.0,19.385232780113,144.8171,-37.8693,3.82412930790905,2.3301495353204,0,True
201,201,3,660000,13.8,3018.0,1,1,602.0,5301.0,19.755094542320197,144.8116,-37.8616,3.82476176389799,3.0871841350341667,0,True
202,202,3,683500,13.8,3018.0,1,1,530.0,5301.0,19.2576955164404,144.817,-37.8594,3.82512665282598,3.1137992849861877,0,True
203,203,2,540000,13.8,3018.0,1,1,171.0,5301.0,4.57715520693068,145.03898,-37.811031,3.83581838226206,4.541356046038239,0,True
204,204,2,580000,13.8,3018.0,1,1,225.0,5301.0,18.530071679097894,144.827,-37.8696,3.8243604368675697,2.3661599390754966,0,True
205,205,3,1335000,13.8,3018.0,1,4,777.0,5301.0,18.7142346626163,144.8249,-37.8697,3.8242948848287694,3.1442287497735832,1,True
207,207,2,510000,13.8,3018.0,1,1,127.0,5301.0,19.2778634507997,144.8182,-37.8686,3.8242290446438494,2.334523344099571,0,True
208,208,4,1070000,13.8,3018.0,2,2,695.0,5301.0,19.665607279205002,144.8147,-37.8733,3.82366205215812,4.637834007794494,1,True
209,209,2,425000,13.8,3018.0,1,2,115.0,5301.0,19.293244135889896,144.8185,-37.871,3.8239946132924905,2.333894292822121,0,True
210,210,3,605000,13.8,3018.0,2,2,230.0,5301.0,18.448932567837694,144.827,-37.8646,3.82486544159981,3.949536789026922,0,False
212,212,2,391000,13.8,3018.0,1,1,0.0,5301.0,17.5079580932706,144.8384,-37.8678,3.82484327053592,2.4130585104796958,0,False
213,213,2,440000,13.8,3018.0,1,1,0.0,5301.0,18.119982082260197,144.83100000000005,-37.8659,3.82483976348113,2.3844386499793564,0,True
214,214,4,845000,13.8,3018.0,1,2,745.0,5301.0,19.4695795797272,144.8155,-37.8658,3.8244405241669295,3.877903213425333,0,False
215,215,3,766000,13.8,3018.0,1,2,471.1,5301.0,5.4375339662394,145.03097,-37.810397,3.8358736947004,5.4392020871615525,0,True
216,216,3,743000,13.8,3018.0,2,2,211.0,5301.0,19.4893691108637,144.816,-37.8698,3.8240497705295495,3.876576680724517,0,True
218,218,3,730000,13.8,3018.0,2,1,69.0,5301.0,18.3631890495357,144.8286,-37.868,3.82456427590578,3.955858613951544,0,False
219,219,3,916500,13.8,3018.0,1,2,550.1,5301.0,6.3765253843639895,145.03231,-37.810527,3.83530842077168,4.971512655089684,1,False
220,220,3,635000,13.8,3018.0,1,4,625.0,5301.0,19.766807340638,144.8114,-37.8611,3.82480699187292,3.086570915541858,0,True
221,221,2,620000,13.8,3018.0,1,1,168.0,5301.0,19.087512142077,144.8202,-37.8676,3.82438284971849,2.342378745257215,0,True
222,222,2,447000,13.8,3018.0,1,1,137.0,5301.0,18.209587225285198,144.8299,-37.8655,3.82485111777211,2.3803854310953465,0,True
223,223,3,730000,13.8,3018.0,2,1,70.0,5301.0,18.3544932776097,144.8287,-37.868,3.82456691665786,3.956502530223599,0,True
224,224,3,678000,13.8,3018.0,1,2,606.0,5301.0,19.6758644850428,144.8124,-37.8608,3.82486371127921,3.0913482047298104,0,True
225,225,2,580000,13.8,3018.0,2,1,175.0,5301.0,18.531648859216894,144.8268,-37.8687,3.8244460464711,3.1547879451983527,0,True
226,226,3,712000,13.8,3018.0,1,2,363.0,5301.0,17.5791755096346,144.8375,-37.8674,3.8248599058821,3.212855271019425,0,True
227,227,3,840000,13.8,3018.0,2,2,534.0,5301.0,18.6075826147407,144.8245,-37.86,3.82526413100898,3.9379692474484647,0,True
228,228,3,980000,13.8,3018.0,1,2,724.0,5301.0,19.3599004515541,144.817,-37.8672,3.82433874170786,3.1082370835333597,1,True
231,231,3,880000,13.8,3018.0,3,1,577.0,5301.0,18.8393818151435,144.8235,-37.8699,3.82423771913842,4.705636375501335,1,True
232,232,3,577000,13.8,3018.0,2,1,205.0,5301.0,19.553097906844695,144.815,-37.8684,3.8241647389380096,3.8723200813479313,0,True
233,233,4,1030000,13.8,3018.0,1,0,797.0,5301.0,17.4561652663884,144.8387,-37.8663,3.82500270689241,4.025930713917634,1,False
234,234,3,605000,13.8,3018.0,1,2,181.0,5301.0,18.9042395345734,144.822,-37.8659,3.8246020826125897,3.133423004364618,0,True
235,235,3,685000,13.8,3018.0,1,2,478.3,5301.0,5.537031042086308,145.02653999999995,-37.809303,3.83566010265648,5.381574062513287,0,True
236,236,3,753000,13.8,3018.0,2,2,529.0,5301.0,18.6042665994328,144.8247,-37.8612,3.8251481727995897,3.938209324525277,0,False
238,238,3,1500000,13.8,3018.0,1,1,929.0,5301.0,18.0204388528758,144.832,-37.8651,3.82494698284172,3.1853084320580973,1,True
239,239,3,730000,13.8,3018.0,2,1,70.0,5301.0,18.371884921167396,144.8285,-37.868,3.82456163515369,3.9552152045658895,0,True
241,241,3,740000,13.8,3018.0,1,2,604.0,5301.0,19.082942606223604,144.8195,-37.8631,3.82481888699024,3.123425246793292,0,True
242,242,4,931000,13.8,3018.0,2,3,532.0,5301.0,17.607114148502898,144.8365,-37.8637,3.82520725655443,4.816614701203218,1,False
245,245,3,781000,11.1,3025.0,1,2,533.0,5132.0,17.6495697988021,144.835,-37.8291,3.82866629129427,3.2083825433844133,0,False
246,246,4,857500,11.1,3025.0,2,2,352.3,5132.0,5.786888330046611,145.043358,-37.829938,3.83419760360991,7.869419038237842,0,True
247,247,4,960000,11.1,3025.0,2,2,524.7,5132.0,5.81798380993553,145.013851,-37.819335,3.83479252602388,7.845470299073137,1,True
248,248,2,421000,11.1,3025.0,1,1,77.0,5132.0,16.031271046456197,144.8529,-37.8351,3.82853223593964,2.4896927612851125,0,True
251,251,3,623000,11.1,3025.0,1,3,540.0,5132.0,17.5167400470672,144.8368,-37.8267,3.82895679506803,3.216847828806476,0,True
252,252,3,720000,11.1,3025.0,2,1,0.0,5132.0,15.542853756270402,144.8583,-37.8379,3.82839163907088,4.19628276904531,0,True
253,253,4,780000,11.1,3025.0,2,2,542.4,5132.0,5.870963078605532,145.039676,-37.828168,3.83480618642205,7.805290785561065,0,True
