,Rooms,Price,Distance,Postcode,Bathroom,Car,Landsize,Propertycount,Distancia_NEW,Longtitude,Lattitude,Location_TRA
24,2.0,1172500.0,2.5,3067.0,1.0,1.0,195.0,4019.0,5.026470560774397,144.9973,-37.8084,3.8350551729245352
25,1.0,441000.0,2.5,3067.0,1.0,1.0,0.0,4019.0,5.5412526657443895,144.9988,-37.8016,3.8357847286887323
26,2.0,1310000.0,2.5,3067.0,1.0,2.0,238.0,4019.0,4.958943681208543,144.9976,-37.809,3.835002248141977
27,3.0,1200000.0,2.5,3067.0,2.0,1.0,113.0,4019.0,5.510080168626176,144.993,-37.8056,3.8352254692426517
28,2.0,847000.0,2.5,3067.0,1.0,0.0,271.8,4019.0,5.130419120944547,144.99589799999998,-37.808074000000005,3.835071723590515
29,3.0,1176500.0,2.5,3067.0,1.0,1.0,138.0,4019.0,5.614966581686956,144.9965,-37.8021,3.835673150433441
30,3.0,955000.0,2.5,3067.0,1.0,0.0,183.0,4019.0,5.553606430336754,144.9975,-37.8022,3.835689457227357
31,2.0,890000.0,2.5,3067.0,1.0,1.0,150.0,4019.0,5.50822855959991,145.0004,-37.8011,3.8358777919161087
32,4.0,1330000.0,2.5,3067.0,2.0,2.0,780.0,4019.0,5.240295307813714,144.9952,-37.8073,3.835111208681922
33,3.0,900000.0,2.5,3067.0,2.0,2.0,0.0,4019.0,5.034513727255073,144.9959,-37.8093,3.834926856619932
34,3.0,1090000.0,2.5,3067.0,2.0,2.0,4290.0,4019.0,5.1229614389987965,144.9965,-37.8078,3.835094874602595
35,2.0,500000.0,2.5,3067.0,1.0,1.0,0.0,4019.0,5.631953322535942,144.9972,-37.8015,3.835752549502004
36,2.0,1100000.0,2.5,3067.0,2.0,1.0,124.0,4019.0,5.045616201161925,144.9977,-37.8079,3.835116470367305
37,2.0,1315000.0,2.5,3067.0,1.0,0.0,147.0,4019.0,5.2541323391058565,144.994,-37.808,3.8350084638171817
38,1.0,480000.0,2.5,3067.0,1.0,1.0,0.0,4019.0,5.116998539282643,144.9965,-37.80821999999999,3.8350601228816075
39,1.0,423500.0,2.5,3067.0,1.0,1.0,104.5,4019.0,5.02033913696606,144.99678,-37.808105,3.8350925327626775
40,1.0,426000.0,2.5,3067.0,1.0,1.0,0.0,4019.0,5.5412526657443895,144.9988,-37.8016,3.8357847286887323
41,3.0,1447500.0,2.5,3067.0,3.0,1.0,166.0,4019.0,5.467412845895076,145.0001,-37.8017,3.8358089715541897
42,1.0,457000.0,2.5,3067.0,1.0,1.0,0.0,4019.0,5.1229614389987965,144.9965,-37.8078,3.835094874602595
43,2.0,1135000.0,2.5,3067.0,2.0,2.0,98.0,4019.0,5.825748975479251,144.9952,-37.8005,3.835801113741882
44,2.0,700000.0,2.5,3067.0,2.0,1.0,321.8,4019.0,4.349168929343538,145.005892,-37.81088999999999,3.8350452671247615
45,4.0,1542000.0,2.5,3067.0,3.0,1.0,0.0,4019.0,5.857455091513367,144.9965,-37.7994,3.835947131435949
46,3.0,962000.0,2.5,3067.0,2.0,1.0,554.9,4019.0,6.039302586494762,144.9969,-37.7972,3.836180986951415
47,3.0,1290000.0,2.5,3067.0,2.0,2.0,147.0,4019.0,5.48479916023104,144.9943,-37.805,3.8353207247718557
48,3.0,1290000.0,2.5,3067.0,1.0,1.0,168.0,4019.0,5.776430409152911,144.9958,-37.8007,3.8357966915956583
49,1.0,470000.0,2.5,3067.0,1.0,1.0,0.0,4019.0,5.340299509000715,144.9961,-37.8055,3.8353176125166972
50,2.0,1180000.0,2.5,3067.0,1.0,0.0,162.0,4019.0,5.707002615917789,144.9956,-37.8016,3.8357000761872513
51,3.0,1195000.0,2.5,3067.0,2.0,1.0,120.0,4019.0,5.664844520131456,144.9954,-37.8022,3.835633904905005
52,2.0,1012500.0,2.5,3067.0,1.0,0.0,182.0,4019.0,5.557374311252989,144.9976,-37.8021,3.835702249345936
53,2.0,970000.0,2.5,3067.0,1.0,0.0,150.2,4019.0,5.266422378943487,144.99367,-37.80801,3.8350162739221916
54,2.0,1030000.0,2.5,3067.0,1.0,1.0,172.0,4019.0,5.1694085962027465,144.9946,-37.8086,3.834963473918632
55,3.0,927000.0,2.5,3067.0,2.0,1.0,116.7,4019.0,5.132312696461263,144.99581799999999,-37.808135,3.835084768853181
56,3.0,840000.0,13.5,3042.0,2.0,1.0,303.0,3464.0,19.542126248282216,144.878,-37.718,3.8410838326528443
57,2.0,603000.0,13.5,3042.0,1.0,1.0,272.0,3464.0,18.02569476261684,144.888,-37.7294,3.84018828817845
58,3.0,700000.0,13.5,3042.0,2.0,2.0,239.0,3464.0,18.88870522738,144.8837,-37.7218,3.840847997709547
59,3.0,600000.0,13.5,3042.0,1.0,1.0,290.0,3464.0,19.059231995751325,144.8744,-37.7273,3.840041561415739
60,2.0,500000.0,13.5,3042.0,1.0,1.0,168.0,3464.0,18.74575179103006,144.8864,-37.7215,3.8409501212836186
61,3.0,500000.0,13.5,3042.0,1.0,2.0,346.2,3464.0,9.445649222714426,144.971329,-37.779926,3.838231475694098
62,5.0,1035000.0,13.5,3042.0,2.0,2.0,466.1,3464.0,4.659483450548933,145.03888899999998,-37.811705,3.8359124651063943
63,4.0,960000.0,13.5,3042.0,2.0,2.0,645.0,3464.0,8.193786210096828,145.04639,-37.78010199999999,3.8400355975692526
64,4.0,960000.0,13.5,3042.0,2.0,2.0,645.0,3464.0,8.193786210096828,145.04639,-37.78010199999999,3.8400355975692526
65,3.0,720000.0,13.5,3042.0,1.0,1.0,620.0,3464.0,19.034713055718058,144.8872,-37.7173,3.8413990396979636
66,4.0,785000.0,13.5,3042.0,1.0,2.0,597.0,3464.0,18.854432475137617,144.8792,-37.7259,3.8403112980737366
67,2.0,450000.0,13.5,3042.0,1.0,1.0,110.0,3464.0,19.70811705650351,144.871,-37.7216,3.840531684764167
68,2.0,515000.0,13.5,3042.0,1.0,1.0,141.0,3464.0,17.975785023777508,144.8883,-37.7298,3.840155526930967
69,3.0,680000.0,13.5,3042.0,1.0,2.0,448.3,3464.0,7.9407729140131975,144.99817,-37.777183,3.838199339624329
70,2.0,530000.0,13.5,3042.0,1.0,1.0,120.0,3464.0,19.04622854142085,144.8792,-37.7234,3.840565802658297
71,3.0,895000.0,13.5,3042.0,1.0,6.0,1063.0,3464.0,19.34294993911128,144.8728,-37.7249,3.840243446636042
72,3.0,600000.0,13.5,3042.0,1.0,2.0,323.3,3464.0,8.642297565312266,145.001632,-37.774073,3.8386902549219193
73,3.0,805000.0,13.5,3042.0,1.0,1.0,0.0,3464.0,19.23458593748167,144.8783,-37.7217,3.8407150260990357
74,3.0,760000.0,13.5,3042.0,2.0,1.0,258.2,3464.0,4.770710569010089,145.01183799999998,-37.805859,3.835609476985831
75,3.0,752000.0,13.5,3042.0,1.0,1.0,265.0,3464.0,18.123031266152346,144.8855,-37.7302,3.8400406040784305
76,3.0,580000.0,13.5,3042.0,1.0,1.0,354.9,3464.0,9.944208382894503,144.99218000000002,-37.767543,3.840174289731894
77,3.0,725000.0,13.5,3042.0,1.0,2.0,578.7,3464.0,4.982985202538236,145.03537,-37.809103,3.8354945192798637
78,4.0,758000.0,13.5,3042.0,2.0,2.0,504.7,3464.0,6.492227499293582,144.99785500000002,-37.801285,3.8354546322054226
79,2.0,440000.0,13.5,3042.0,1.0,1.0,192.0,3464.0,19.52223600444415,144.8787,-37.7177,3.8411329428888825
80,3.0,970000.0,13.5,3042.0,2.0,2.0,462.7,3464.0,6.982399766850729,145.03579000000002,-37.809242,3.836233410194289
81,5.0,755000.0,13.5,3042.0,2.0,2.0,596.0,3464.0,19.539587599131597,144.8699,-37.7248,3.8401767537534988
82,4.0,985000.0,13.5,3042.0,2.0,2.0,649.4,3464.0,8.588443801793293,145.03921,-37.776986,3.8397586690852537
83,3.0,700000.0,13.5,3042.0,2.0,2.0,165.0,3464.0,18.27509736017316,144.887,-37.727,3.8404060752246405
84,2.0,509500.0,13.5,3042.0,1.0,1.0,617.9,3464.0,5.002769034358286,145.055641,-37.811933,3.8366947598115395
85,3.0,830000.0,13.5,3042.0,1.0,2.0,971.0,3464.0,19.62024405179304,144.876,-37.7186,3.840969707253185
86,2.0,462500.0,13.5,3042.0,1.0,1.0,164.0,3464.0,18.728031615363943,144.8863,-37.7218,3.8409169233705707
87,3.0,670000.0,13.5,3042.0,2.0,2.0,657.0,3464.0,19.102131239160705,144.8742,-37.7269,3.8400769742544445
88,2.0,675000.0,13.5,3042.0,1.0,1.0,612.0,3464.0,19.58106617215604,144.8765,-37.7187,3.840972780079907
89,3.0,1042000.0,13.5,3042.0,2.0,5.0,612.0,3464.0,19.4981341361111,144.8796,-37.7173,3.841197540651107
90,3.0,910000.0,13.5,3042.0,1.0,1.0,775.0,3464.0,18.7989943360853,144.8835,-37.7231,3.840710333986337
91,4.0,773000.0,13.5,3042.0,3.0,4.0,531.0,3464.0,19.56055833115799,144.8679,-37.7263,3.8399710546753854
92,3.0,715000.0,13.5,3042.0,1.0,2.0,493.2,3464.0,6.761449052759451,145.03900000000002,-37.80616800000001,3.8364850295499267
93,3.0,810000.0,13.5,3042.0,3.0,2.0,555.0,3464.0,19.3002474318542,144.8694,-37.7285,3.8397868984984833
94,3.0,715000.0,13.5,3042.0,2.0,2.0,422.0,3464.0,19.59417704325974,144.8792,-37.7164,3.8412785949878567
95,3.0,790000.0,13.5,3042.0,1.0,3.0,614.0,3464.0,19.140359991139363,144.8827,-37.7194,3.8410658706130003
96,2.0,460000.0,13.5,3042.0,1.0,1.0,133.0,3464.0,9.762785708170355,144.99726000000004,-37.768584,3.8402416689196412
97,3.0,540000.0,13.5,3042.0,2.0,1.0,161.0,3464.0,19.00617363218868,144.8802,-37.7231,3.8406228544313694
98,3.0,825000.0,13.5,3042.0,2.0,1.0,293.0,3464.0,19.41070395690031,144.8776,-37.72,3.8408695652173916
99,3.0,825000.0,13.5,3042.0,2.0,1.0,293.0,3464.0,3.60804603523033,145.0108,-37.8162,3.8346211412040336
100,3.0,685000.0,13.5,3042.0,1.0,1.0,579.0,3464.0,19.48419439783861,144.8733,-37.7226,3.8404908463361487
101,3.0,445000.0,13.5,3042.0,1.0,2.0,278.9,3464.0,6.310959744457598,145.03902,-37.808984,3.8365640235531897
102,2.0,510000.0,13.5,3042.0,1.0,1.0,141.0,3464.0,19.26350653003486,144.8797,-37.7202,3.840904873250938
103,3.0,612000.0,13.5,3042.0,2.0,1.0,212.0,3464.0,19.2621654160217,144.8824,-37.7181,3.84119030385942
104,3.0,662000.0,13.5,3042.0,1.0,2.0,612.0,3464.0,19.413047200152214,144.8815,-37.7169,3.841288653097152
105,4.0,978000.0,13.5,3042.0,3.0,2.0,532.0,3464.0,19.487841961956477,144.869,-37.7263,3.84000021205366
106,3.0,720000.0,13.5,3042.0,1.0,1.0,585.0,3464.0,19.385583753800763,144.878,-37.72,3.840880169671262
107,2.0,474000.0,13.5,3042.0,1.0,1.0,400.3,3464.0,7.889046170482696,145.03806100000003,-37.77706500000001,3.8396830848417833
108,2.0,490000.0,13.5,3042.0,1.0,1.0,212.0,3464.0,4.756523104724125,145.055641,-37.812063,3.8366460198757637
109,3.0,405000.0,13.5,3042.0,1.0,2.0,500.2,3464.0,9.49015713094032,144.99747,-37.767702,3.8402169983423726
110,3.0,715000.0,13.5,3042.0,1.0,2.0,493.2,3464.0,6.761449052759451,145.03900000000002,-37.80616800000001,3.8364850295499267
111,3.0,671500.0,13.5,3042.0,2.0,1.0,417.6,3464.0,7.9407729140131975,144.99817,-37.777008,3.8382003574383505
112,4.0,765000.0,13.5,3042.0,1.0,2.0,509.0,3464.0,18.884085686118805,144.8785,-37.7261,3.840272384370502
113,4.0,900000.0,13.5,3042.0,2.0,3.0,628.0,3464.0,19.218967228221437,144.8739,-37.7256,3.840201348686303
114,3.0,820000.0,13.5,3042.0,2.0,2.0,328.4,3464.0,7.071707086835227,145.011938,-37.803747,3.8359911930086645
115,3.0,650000.0,13.5,3042.0,1.0,2.0,425.1,3464.0,5.72996301975692,144.986394,-37.800371000000005,3.8350178210685875
116,3.0,552000.0,13.5,3042.0,1.0,2.0,397.0,3464.0,8.168840163838166,144.9952,-37.774788,3.8384068333367956
117,2.0,1275000.0,3.3,3206.0,1.0,0.0,120.0,3280.0,6.9878911672247455,144.9555,-37.8459,3.830150690035116
118,2.0,1455000.0,3.3,3206.0,1.0,0.0,159.0,3280.0,7.132870452470439,144.9538,-37.845,3.830196855595191
119,3.0,2850000.0,3.3,3206.0,2.0,0.0,211.0,3280.0,7.496097421432538,144.9499,-37.8481,3.829780094641475
120,3.0,1850000.0,3.3,3206.0,2.0,0.0,128.0,3280.0,7.57347983121671,144.9488,-37.8452,3.8300444970564302
121,2.0,1436000.0,3.3,3206.0,1.0,0.0,130.0,3280.0,6.890431889487868,144.9565,-37.8431,3.830460506670965
122,2.0,1110000.0,3.3,3206.0,1.0,0.0,147.0,3280.0,7.605802095129122,144.9484,-37.8444,3.830114891503102
123,2.0,1110000.0,3.3,3206.0,1.0,0.0,147.0,3280.0,19.23488831325945,144.92699,-37.69186,3.845047445257411
124,2.0,1550000.0,3.3,3206.0,1.0,1.0,167.0,3280.0,7.281183407352143,144.9521,-37.8405,3.8306074179780922
125,4.0,2300000.0,3.3,3206.0,2.0,1.0,153.0,3280.0,7.26365522403002,144.9523,-37.8447,3.8301875824091614
126,3.0,1550000.0,3.3,3206.0,2.0,2.0,718.0,3280.0,6.602474536293011,144.9598,-37.8443,3.8304262464889036
127,3.0,1800000.0,3.3,3206.0,2.0,1.0,132.0,3280.0,7.287292410337744,144.952,-37.8415,3.830503547692348
128,3.0,2485000.0,3.3,3206.0,2.0,2.0,176.6,3280.0,6.326412253724318,144.962789,-37.84032499999999,3.830801326156025
129,2.0,2120000.0,3.3,3206.0,1.0,1.0,199.0,3280.0,6.987152113657131,144.9554,-37.8422,3.830522538330224
130,3.0,1800000.0,3.3,3206.0,1.0,1.0,253.0,3280.0,6.769640717409248,144.9579,-37.8443,3.8303760407776073
131,3.0,1800000.0,3.3,3206.0,2.0,1.0,90.0,3280.0,6.837599236734388,144.9571,-37.8421,3.8305775842249767
132,2.0,1810000.0,3.3,3206.0,1.0,0.0,240.0,3280.0,7.138051175908291,144.9539,-37.8379,3.8309182063486613
133,3.0,2615000.0,3.3,3206.0,2.0,1.0,177.0,3280.0,6.71524016673836,144.9585,-37.8415,3.8306753167818393
134,5.0,2100000.0,3.3,3206.0,2.0,1.0,237.0,3280.0,6.961519012048771,144.9557,-37.8436,3.8303887579405766
135,3.0,1300000.0,3.3,3206.0,1.0,0.0,129.0,3280.0,7.550472213728196,144.94899999999996,-37.8422,3.8303534149705873
136,3.0,1370000.0,3.3,3206.0,2.0,2.0,0.0,3280.0,7.370765591099844,144.9511,-37.8451,3.830115391424517
137,2.0,1000000.0,3.3,3206.0,1.0,0.0,288.0,3280.0,7.262912647281663,144.9523,-37.8407,3.8305924573276924
138,3.0,2575000.0,3.3,3206.0,2.0,1.0,228.0,3280.0,7.456532031038563,144.9501,-37.8445,3.8301496915007465
139,2.0,1322500.0,3.3,3206.0,1.0,0.0,149.0,3280.0,7.631914743600312,144.9481,-37.8443,3.8301170850035544
140,2.0,1322500.0,3.3,3206.0,1.0,0.0,149.0,3280.0,19.19341246043982,144.92779,-37.69193,3.845061529085934
141,2.0,1562500.0,3.3,3206.0,1.0,0.0,141.0,3280.0,6.916634647543601,144.9562,-37.8424,3.8305234340316683
142,3.0,2000000.0,3.3,3206.0,2.0,1.0,211.0,3280.0,6.819789789257762,144.9575,-37.847,3.8300922133854733
143,3.0,1900000.0,3.3,3206.0,1.0,0.0,209.0,3280.0,7.07289543018288,144.9546,-37.8468,3.830035828656584
144,3.0,3010000.0,3.3,3206.0,2.0,0.0,147.0,3280.0,7.032893400076321,144.9551,-37.8473,3.829998441104121
145,4.0,2800000.0,3.3,3206.0,3.0,1.0,327.0,3280.0,7.695881985503274,144.9475,-37.8467,3.8298583496051175
146,2.0,647000.0,3.3,3206.0,1.0,1.0,0.0,3280.0,7.102739013554724,144.9542,-37.846,3.8301062199439837
147,3.0,2100000.0,3.3,3206.0,1.0,1.0,120.0,3280.0,7.0574457666329815,144.9546,-37.8427,3.830450787073861
148,3.0,2000000.0,3.3,3206.0,1.0,1.0,238.0,3280.0,7.226378891128293,144.9528,-37.8461,3.830059107807674
149,1.0,442500.0,3.3,3206.0,1.0,0.0,0.0,3280.0,7.312895673773248,144.9517,-37.8421,3.8304348860131965
150,4.0,4735000.0,3.3,3206.0,2.0,1.0,330.0,3280.0,6.974926594515234,144.9558,-37.8477,3.8299764582788387
151,2.0,1340000.0,3.3,3206.0,1.0,0.0,136.0,3280.0,7.32247532959509,144.9517,-37.846,3.8300401627648895
152,3.0,1801000.0,3.3,3206.0,1.0,1.0,202.0,3280.0,7.524017627785586,144.9493,-37.8429,3.8302904904222457
153,3.0,1532000.0,3.3,3206.0,3.0,1.0,0.0,3280.0,6.71524016673836,144.9585,-37.8415,3.8306753167818393
154,3.0,3755000.0,3.3,3206.0,2.0,2.0,325.0,3280.0,7.463704559698457,144.95,-37.8413,3.8304709404803745
155,4.0,2140000.0,3.3,3206.0,2.0,1.0,183.0,3280.0,7.506871344584988,144.9495,-37.8434,3.8302451682459817
156,2.0,1810000.0,3.3,3206.0,1.0,1.0,188.2,3280.0,6.61500212733645,144.95933400000004,-37.842,3.830610846005534
157,2.0,1750000.0,3.3,3206.0,1.0,1.0,162.0,3280.0,7.568752860667592,144.9488,-37.8416,3.8304088622045582
158,2.0,980000.0,3.3,3206.0,1.0,0.0,79.0,3280.0,7.307860057749452,144.9519,-37.8387,3.8307843556993233
159,2.0,980000.0,3.3,3206.0,1.0,0.0,79.0,3280.0,7.857733900974265,145.0027,-37.7765,3.838436594178921
160,3.0,2030000.0,3.3,3206.0,2.0,0.0,152.0,3280.0,7.047228892511602,144.9551,-37.8488,3.8298466529982456
161,3.0,1740000.0,3.3,3206.0,2.0,2.0,147.0,3280.0,7.879819132985756,144.9453,-37.8448,3.8299924956665117
162,3.0,2800000.0,3.3,3206.0,3.0,1.0,0.0,3280.0,6.791124780035555,144.9577,-37.8399,3.830816149091303
163,1.0,985000.0,3.3,3206.0,1.0,0.0,81.0,3280.0,7.490564144011844,144.9497,-37.8411,3.8304832576220043
164,4.0,2000000.0,6.4,3078.0,2.0,4.0,853.0,2211.0,7.980445026285536,145.0318,-37.7707,3.8397964559830773
165,3.0,1110000.0,6.4,3078.0,2.0,2.0,208.0,2211.0,6.347718167404512,145.0325,-37.7854,3.838321150497282
166,3.0,1492000.0,6.4,3078.0,2.0,2.0,411.0,2211.0,7.932704517124936,145.0279,-37.7713,3.839632207522643
167,2.0,480000.0,6.4,3078.0,1.0,1.0,340.1,2211.0,6.4582402324835515,145.02684900000003,-37.78458500000001,3.838229239008251
168,3.0,1304000.0,6.4,3078.0,2.0,2.0,593.8,2211.0,6.491097811561761,145.025476,-37.783712,3.8381636096354574
169,4.0,1717500.0,6.4,3078.0,2.0,1.0,599.0,2211.0,7.872177859844652,145.031,-37.7717,3.8396736180791438
170,5.0,2840000.0,6.4,3078.0,4.0,4.0,809.0,2211.0,7.531716651859278,145.0268,-37.775,3.8392270019854404
171,2.0,525500.0,6.4,3078.0,1.0,1.0,88.0,2211.0,7.053405086428189,145.0306,-37.7791,3.838910932235019
172,2.0,805000.0,6.4,3078.0,2.0,3.0,155.0,2211.0,6.908399794533966,145.0308,-37.7804,3.8387841314544047
173,2.0,465000.0,6.4,3078.0,1.0,1.0,0.0,2211.0,7.249692924874374,145.0314,-37.7773,3.8391150241017753
174,3.0,1480000.0,6.4,3078.0,1.0,2.0,496.8,2211.0,6.4047256561361605,145.02913900000001,-37.784774,3.8383152084909162
175,3.0,2000000.0,6.4,3078.0,3.0,2.0,686.0,2211.0,6.94415951569622,145.0341,-37.78,3.838912122816305
176,3.0,1540000.0,6.4,3078.0,1.0,2.0,592.0,2211.0,7.461970964583712,145.0288,-37.7755,3.839229129991661
177,2.0,590000.0,6.4,3078.0,1.0,0.0,0.0,2211.0,6.462432594967884,145.02623300000002,-37.784789,3.8381973624508
178,2.0,820000.0,6.4,3078.0,1.0,1.0,183.0,2211.0,7.56822316012733,145.0264,-37.7747,3.839246903350655
179,4.0,1830000.0,6.4,3078.0,2.0,2.0,606.0,2211.0,7.581730527744856,145.0316,-37.7743,3.8394252176744508
180,4.0,2100000.0,6.4,3078.0,2.0,2.0,575.0,2211.0,7.802664507772074,145.0319,-37.7723,3.8396364531680622
181,3.0,865000.0,6.4,3078.0,1.0,1.0,180.0,2211.0,6.982950546827856,145.0243,-37.7802,3.8386324053340113
182,2.0,390000.0,6.4,3078.0,1.0,1.0,0.0,2211.0,7.249692924874374,145.0314,-37.7773,3.8391150241017753
183,2.0,650000.0,6.4,3078.0,1.0,0.0,0.0,2211.0,6.468717376838589,145.025,-37.7848,3.838183608223413
184,2.0,512000.0,6.4,3078.0,1.0,1.0,0.0,2211.0,6.929714785794676,145.0262,-37.7805,3.8386522147668765
185,3.0,1361000.0,6.4,3078.0,1.0,2.0,752.6,2211.0,7.010144185926295,145.0285,-37.7796,3.838804540016305
186,3.0,1310000.0,6.4,3078.0,1.0,2.0,548.4,2211.0,6.408918018620494,145.02862,-37.784634000000004,3.8383152084909162
187,3.0,570000.0,6.4,3078.0,2.0,2.0,195.2,2211.0,6.475232762410235,145.025515,-37.784594000000006,3.8381824703435967
188,3.0,1165000.0,6.4,3078.0,1.0,2.0,979.0,2211.0,7.051088903334646,145.029,-37.7792,3.838858419447738
189,2.0,530000.0,6.4,3078.0,1.0,1.0,17.6,2211.0,6.415648164071035,145.02815900000002,-37.784611999999996,3.8382455464760143
190,4.0,1900000.0,6.4,3078.0,2.0,2.0,556.0,2211.0,6.54546865376617,145.0225,-37.7844,3.838158075819651
191,3.0,1485000.0,6.4,3078.0,0.0,0.0,597.0,2211.0,7.176810208870108,145.0284,-37.7781,3.8389543148014327
192,4.0,1950000.0,6.4,3078.0,2.0,3.0,589.0,2211.0,7.8503776693784095,145.0309,-37.7719,3.8396506397613037
193,3.0,520000.0,13.8,3018.0,2.0,1.0,352.0,5301.0,18.710903093775556,144.825,-37.87,3.8242672299973592
194,5.0,1525000.0,13.8,3018.0,3.0,3.0,729.0,5301.0,20.00761265939602,144.8105,-37.8721,3.823672307582626
195,2.0,720000.0,13.8,3018.0,1.0,2.0,292.0,5301.0,19.14902484096838,144.8197,-37.8687,3.824258556538778
196,3.0,1120000.0,13.8,3018.0,1.0,2.0,506.0,5301.0,17.613260466819817,144.8375,-37.8693,3.8246680028413516
197,4.0,780000.0,13.8,3018.0,1.0,4.0,655.0,5301.0,19.51185503946381,144.8154,-37.868,3.8242156966304006
198,4.0,1780000.0,13.8,3018.0,3.0,6.0,1057.0,5301.0,19.20005022988093,144.819,-37.8681,3.824300664675545
199,3.0,630000.0,13.8,3018.0,1.0,2.0,311.0,5301.0,19.644010550701463,144.8143,-37.8702,3.8239644892289983
200,2.0,406000.0,13.8,3018.0,1.0,1.0,65.0,5301.0,19.38523278011304,144.8171,-37.8693,3.824129307909045
201,3.0,660000.0,13.8,3018.0,1.0,1.0,602.0,5301.0,19.755094542320155,144.8116,-37.8616,3.824761763897986
202,3.0,683500.0,13.8,3018.0,1.0,1.0,530.0,5301.0,19.25769551644038,144.817,-37.8594,3.8251266528259826
203,2.0,540000.0,13.8,3018.0,1.0,1.0,171.0,5301.0,4.57715520693068,145.03897999999998,-37.811031,3.835818382262063
204,2.0,580000.0,13.8,3018.0,1.0,1.0,225.0,5301.0,18.53007167909786,144.827,-37.8696,3.8243604368675665
205,3.0,1335000.0,13.8,3018.0,1.0,4.0,777.0,5301.0,18.71423466261632,144.8249,-37.8697,3.824294884828768
206,3.0,800000.0,13.8,3018.0,2.0,2.0,280.0,5301.0,19.70218742246133,144.8143,-37.8734,3.82364139475199
207,2.0,510000.0,13.8,3018.0,1.0,1.0,127.0,5301.0,19.27786345079965,144.8182,-37.8686,3.824229044643847
208,4.0,1070000.0,13.8,3018.0,2.0,2.0,695.0,5301.0,19.66560727920497,144.8147,-37.8733,3.823662052158116
209,2.0,425000.0,13.8,3018.0,1.0,2.0,115.0,5301.0,19.29324413588995,144.8185,-37.871,3.8239946132924927
210,3.0,605000.0,13.8,3018.0,2.0,2.0,230.0,5301.0,18.44893256783767,144.827,-37.8646,3.824865441599805
